ppd_id,PlanName,StateAbbrev,planf,ActAssets_AVA_2014,ActAssets_AVA_2015,ActAssets_AVA_2016,ActAssets_GASB_2014,ActAssets_GASB_2015,ActAssets_GASB_2016,ActAssets_Smooth_2014,ActAssets_Smooth_2015,ActAssets_Smooth_2016,actives_tot_2014,actives_tot_2015,actives_tot_2016,ActiveSalaries_2014,ActiveSalaries_2015,ActiveSalaries_2016,ActLiabilities_GASB_2014,ActLiabilities_GASB_2015,ActLiabilities_GASB_2016,beneficiaries_tot_2014,beneficiaries_tot_2015,beneficiaries_tot_2016,BeneficiaryBenefit_avg_2014,BeneficiaryBenefit_avg_2015,BeneficiaryBenefit_avg_2016,benefits_tot_2014,benefits_tot_2015,benefits_tot_2016,contrib_EE_regular_2014,contrib_EE_regular_2015,contrib_EE_regular_2016,CoveredPayroll_GASB67_2014,CoveredPayroll_GASB67_2015,CoveredPayroll_GASB67_2016,expense_TotBenefits_2014,expense_TotBenefits_2015,expense_TotBenefits_2016,InflationAssumption_GASB_2014,InflationAssumption_GASB_2015,InflationAssumption_GASB_2016,InvestmentReturnAssumption_GASB_2014,InvestmentReturnAssumption_GASB_2015,InvestmentReturnAssumption_GASB_2016,MktAssets_net_2014,MktAssets_net_2015,MktAssets_net_2016,NetPosition_2014,NetPosition_2015,NetPosition_2016,payroll_2014,payroll_2015,payroll_2016,TotalPensionLiability_2014,TotalPensionLiability_2015,TotalPensionLiability_2016,UAAL_GASB_2014,UAAL_GASB_2015,UAAL_GASB_2016,al,al_source,payroll,payroll_source,assets.mv,assets.mv_source,assets.av,assets.av_source,uaal,uaal_source,actives,actives_source,beneficiaries,beneficiaries_source,benefits,benefits_source,avgbenefit.ppd,avgbenefit.ppd_source,discount,discount_source,infl.ppd,infl.ppd_source,eec,eec_source,avgsalary,avgbenefit,avgbenefit_best,eecRate.ppd_calc,AssetSmoothingPeriod_GASB_2014,AssetSmoothingPeriod_GASB_2015,AssetSmoothingPeriod_GASB_2016,openclosedf_2014,openclosedf_2015,openclosedf_2016,pctdollf_2014,pctdollf_2015,pctdollf_2016,UAALAmortPeriod_GASB_2014,UAALAmortPeriod_GASB_2015,UAALAmortPeriod_GASB_2016,assetperiod,assetperiod_source,openclosedf,openclosedf_source,pctdollf,pctdollf_source,amortperiod,amortperiod_source
84,NY State & Local Police & Fire,NY,Safety,NA,NA,NA,2.55E+07,2.73E+07,NA,25515485.63,27375312.11,NA,31218,31372,NA,3232589.25,3257100,NA,2.74E+07,2.93E+07,NA,33117,33527,NA,45.67034912,47.91884232,NA,NA,NA,NA,7853,12789,17298,NA,3.26E+06,3.23E+06,1512465,1606575,1685275,0.027,0.027,0.027,0.075,0.075,0.075,27001986,28199157,27386940,NA,28199157,27386940,3257100,3416246.216,3.23E+06,NA,28474417,30347727,1.90E+06,2.01E+06,NA,2.93E+07,ActLiabilities_GASB_2015,3.23E+06,payroll_2016,27386940,MktAssets_net_2016,2.73E+07,ActAssets_GASB_2015,2.01E+06,UAAL_GASB_2015,31372,actives_tot_2015,33527,beneficiaries_tot_2015,1685275,expense_TotBenefits_2016,47918.84232,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2016,0.027,InflationAssumption_GASB_2016,1.73E+07,contrib_EE_regular_2016,103021.8029,50266.20336,50266.20336,0.005352104,5,5,5,open,open,open,levpercent,levpercent,levpercent,NA,NA,NA,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,NA,UAALAmortPeriod_GASB_2014
85,Ohio PERS,OH,General-S&L,NA,NA,NA,7.49E+07,7.81E+07,8.03E+07,74864744.53,78060951.57,NA,329773,326795,327705,1.27E+07,1.23E+07,1.28E+07,8.93E+07,9.18E+07,1.00E+08,219660,205211,207917,23.25913239,26.30874825,26.85936165,NA,NA,NA,1228144.074,1246732.014,1294853.664,12485736.97,12688087.97,13186303.56,5109100.939,5398844.664,5584517.896,0.03,0.03,0.025,0.08,0.08,0.075,76956230.64,74213320.35,77109633.49,7.73E+07,7.46E+07,7.75E+07,1.25E+07,1.27E+07,1.32E+07,8.93E+07,9.18E+07,1.00E+08,1.44E+07,1.38E+07,1.99E+07,1.00E+08,ActLiabilities_GASB_2016,1.32E+07,payroll_2016,77109633.49,MktAssets_net_2016,8.03E+07,ActAssets_GASB_2016,1.99E+07,UAAL_GASB_2016,327705,actives_tot_2016,207917,beneficiaries_tot_2016,5584517.896,expense_TotBenefits_2016,26859.36165,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2016,1294853664,contrib_EE_regular_2016,40237.40864,26859.36165,26859.36165,0.098199125,4,4,4,closed,closed,closed,levpercent,levpercent,levpercent,20,NA,19,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,19,UAALAmortPeriod_GASB_2016
86,Ohio Police & Fire,OH,Safety,NA,NA,NA,13029300,13653004.52,NA,13029291.15,13653004.52,NA,27451,27602,27446,1903886,1948353.625,2018844.25,18395600,19135900,NA,27715,28130,28580,32.30199814,33.29999924,34.29999924,890288.0625,931176,975928.9375,223989.055,245834.623,268594.295,1975281.819,1986568.535,NA,1110921.132,1156651.932,1172767.206,0.0325,0.0325,NA,0.0825,0.0825,NA,13453447.84,12923943.16,13682389.24,13453447.84,12923943.16,NA,1986600,2060900,NA,18633864.84,19357013.33,NA,5366300,5482900,NA,19135900,ActLiabilities_GASB_2015,2060900,payroll_2015,13682389.24,MktAssets_net_2016,13653004.52,ActAssets_GASB_2015,5482900,UAAL_GASB_2015,27446,actives_tot_2016,28580,beneficiaries_tot_2016,975928.9375,benefits_tot_2016,34299.99924,BeneficiaryBenefit_avg_2016,0.0825,InvestmentReturnAssumption_GASB_2015,0.0325,InflationAssumption_GASB_2015,268594295,contrib_EE_regular_2016,75089.2662,34147.26863,34147.26863,0.13032864,4,4,NA,open,open,NA,levpercent,levpercent,NA,NA,NA,NA,4,AssetSmoothingPeriod_GASB_2015,open,openclosedf_2015,levpercent,pctdollf_2015,NA,UAALAmortPeriod_GASB_2014
87,Ohio School Employees,OH,General-S&L,NA,NA,NA,1.19E+07,1.24E+07,1.30E+07,12444336.67,13010043.37,13549823.12,121251,122855,124540,2759281.5,2845443.75,2932236.5,1.75E+07,1.81E+07,1.93E+07,72605,74372,76280,13.20622158,13.71979904,14.20584202,958837.6875,1020368.875,1083621.625,295690.55,303866.076,314325.716,2922294,2845443.802,2932236.551,957757.668,1020154.456,1085216.541,0.04,0.0325,0.03,0.0775,0.0775,0.075,12662776.14,12638892.43,12296016.23,12820884,12797184,12451631,2.76E+06,2.85E+06,2.93E+06,17881827,18503281,19770708,5.58E+06,5.64E+06,6.32E+06,1.93E+07,ActLiabilities_GASB_2016,2.93E+06,payroll_2016,12296016.23,MktAssets_net_2016,1.30E+07,ActAssets_GASB_2016,6.32E+06,UAAL_GASB_2016,124540,actives_tot_2016,76280,beneficiaries_tot_2016,1083621.625,benefits_tot_2016,14205.84202,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,314325716,contrib_EE_regular_2016,23542.6369,14205.84196,14205.84196,0.107205224,4,4,4,closed,closed,NA,levpercent,levpercent,levpercent,28,27,28,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2015,levpercent,pctdollf_2016,28,UAALAmortPeriod_GASB_2016
88,Ohio Teachers,OH,Teachers,NA,NA,NA,66657175,68655999,70114637,65802237,67711067,69081332,169295,164925,169212,9148438,9057095,9562237,96167057,99014654,100756422,152208,158116,157938,42.0320015,43.01399994,43.66400146,6397535,6801180.5,6896162,1134899,1188062,1289809,10725329,9985181,10069269,6504676,6662232,7085043,0.0275,0.0275,0.0275,0.0775,0.0775,0.0775,70988658,70432646,66250103,71843596,71377579,67283408,10725329,10948586,11099607,96167057,99014654,100756422,29509882,30358654,30641786,100756422,ActLiabilities_GASB_2016,11099607,payroll_2016,66250103,MktAssets_net_2016,70114637,ActAssets_GASB_2016,30641786,UAAL_GASB_2016,169212,actives_tot_2016,157938,beneficiaries_tot_2016,6896162,benefits_tot_2016,43664.00146,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,1.29E+09,contrib_EE_regular_2016,65595.862,43663.7288,43663.7288,0.116203123,4,4,4,closed,closed,closed,levpercent,levpercent,levpercent,28,30,30,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
89,Oklahoma PERS,OK,General-S&L,NA,NA,NA,7759257.716,8420306.645,8790886.036,7759257.716,8420306.645,8790886.036,43947,43843,41806,1744041.5,1808972.75,1790809.625,8753669.153,8996125.901,9427809.623,31833,32754,33749,15.86225986,16.14398003,16.40436935,504943.3125,528779.9375,553631.0625,70523.854,73145.38,73800.89,1744041.536,1744042,1808973,520641.175,542488.709,565412.267,0.03,0.03,0.03,0.075,0.075,0.075,8570104.91,8636441.984,8435578.907,8570105,8636441.984,8435578.907,1744041.536,1808972.785,1790809.603,8753669,8996125.901,9427809.623,994411.437,575819.256,636923.587,9427809.623,ActLiabilities_GASB_2016,1790809.603,payroll_2016,8435578.907,MktAssets_net_2016,8790886.036,ActAssets_GASB_2016,636923.587,UAAL_GASB_2016,41806,actives_tot_2016,33749,beneficiaries_tot_2016,553631.0625,benefits_tot_2016,16404.36935,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,73800890,contrib_EE_regular_2016,42836.18627,16404.36939,16404.36939,0.041210908,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,13,13,12,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,12,UAALAmortPeriod_GASB_2016
90,Oklahoma Teachers,OK,Teachers,NA,NA,NA,12368960.85,13771884.29,14577868.73,1.24E+07,13771884.29,14577868.73,89570,90388,90167,4002883.75,4231846,4.26E+06,19575551.73,20692630.89,22193244.47,56389,58929,60680,19.409729,19.79774857,20.7197876,1094495.25,1166661.5,NA,301300.811,303677.304,294459.091,4304297.3,4338247.2,4206558.429,1153051.607,1201350.906,1257276.705,0.03,0.03,0.025,0.08,0.08,0.075,14439473.43,14644106.39,13994030.32,14229481.37,14449506.47,13814102.65,4002883.716,4231846.057,4254783.265,19646619.19,20551132.57,22193244.47,7206590.882,6920746.596,7615375.742,22193244.47,ActLiabilities_GASB_2016,4254783.265,payroll_2016,13994030.32,MktAssets_net_2016,14577868.73,ActAssets_GASB_2016,7615375.742,UAAL_GASB_2016,90167,actives_tot_2016,60680,beneficiaries_tot_2016,1166661.5,benefits_tot_2015,20719.7876,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2016,294459091,contrib_EE_regular_2016,47187.81001,19226.45847,19226.45847,0.069206602,5,5,5,open,open,open,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
91,Oregon PERS,OR,General-S&L,NA,NA,NA,60014100,61395200,60000100,61474800,62895500,61202400,164859,168177,NA,9115767,9544132,NA,62593600,73458900,76196600,131505,136298,NA,28.90200043,29.58600044,NA,3804651,4036165,NA,15319.27,13785.439,14214.341,8701657,9000246,9428447,3837870.411,3927167.032,4193307.712,0.025,0.03,0.03,0.075,0.075,0.075,65401492.66,64923626.09,62082059.1,65401500,64923600,62082100,8671800,9115800,9544100,63134800,70665100,77094400,2579500,12063700,16196500,76196600,ActLiabilities_GASB_2016,9544100,payroll_2016,62082059.1,MktAssets_net_2016,60000100,ActAssets_GASB_2016,16196500,UAAL_GASB_2016,168177,actives_tot_2015,136298,beneficiaries_tot_2015,4036165,benefits_tot_2015,29586.00044,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,14214341,contrib_EE_regular_2016,56750.32852,29612.79696,29612.79696,0.001489333,NA,5,5,closed,closed,closed,levpercent,levpercent,levpercent,NA,20,20,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,20,UAALAmortPeriod_GASB_2016
92,Pennsylvania School Employees,PA,Teachers,NA,NA,NA,57231799,57240946,57265506,57343859,57361589,57390069,263312,259868,257080,12620862,12678213,12851289,92352983,94576710,99989401,213900,219755,224828,24.96199989,25.11899948,25.20299911,5339477,5520620,5666392,966926,984634,989266,12760785,12866473,12951077,6028795,6199681,6340256,0.03,0.03,0.03,0.075,0.075,0.075,52980115,51585521,49832060,52980115,51585521,49832060,12620862,12678213,12851289,92560832,94900830,99388887,35121184,37335764,42723895,99989401,ActLiabilities_GASB_2016,12851289,payroll_2016,49832060,MktAssets_net_2016,57265506,ActAssets_GASB_2016,42723895,UAAL_GASB_2016,257080,actives_tot_2016,224828,beneficiaries_tot_2016,5666392,benefits_tot_2016,25202.99911,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,9.89E+08,contrib_EE_regular_2016,49989.45464,25203.23091,25203.23091,0.076977959,10,10,10,open,open,open,levdollar,levdollar,levdollar,30,30,30,10,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
93,Pennsylvania State ERS,PA,General-State,NA,NA,NA,26584948,26877127,NA,26584948.43,26877126.93,NA,104431,105025,NA,5719581,5971511,NA,44750670,46328929,NA,122249,124689,NA,20.87761688,21.36961365,NA,2552267.75,2664555.75,NA,365923,371624,NA,5.72E+06,5.97E+06,NA,2936591,3069328,NA,0.0275,0.0275,NA,0.075,0.075,NA,27337778,26054890,NA,27337778,26054890,NA,5719581,5971511,NA,42195186,44238721,NA,18165722,19451802,NA,46328929,ActLiabilities_GASB_2015,5971511,payroll_2015,26054890,MktAssets_net_2015,26877127,ActAssets_GASB_2015,19451802,UAAL_GASB_2015,105025,actives_tot_2015,124689,beneficiaries_tot_2015,2664555.75,benefits_tot_2015,21369.61365,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2015,0.0275,InflationAssumption_GASB_2015,3.72E+08,contrib_EE_regular_2015,56857.99572,21369.6136,21369.6136,0.062232825,5,5,NA,closed,closed,NA,levdollar,levdollar,NA,26,24,NA,5,AssetSmoothingPeriod_GASB_2015,closed,openclosedf_2015,levdollar,pctdollf_2015,24,UAALAmortPeriod_GASB_2015
94,Phoenix ERS,AZ,General-Local,NA,NA,NA,2120700,2202923.27,2283216,2120700.32,2202900,2283200,7731,7463,7783,509267.25,484853.0938,4.74E+05,3614784,3975908.185,3984137,6290,6688,6885,30.10877228,31.08141136,30.94364548,189384.1719,207872.4844,NA,28815,27861,29306,485227,460441,473974,177447,201178,213047,0.035,0.035,0.035,0.075,0.075,0.075,2222242,2209526,2151421,2222242,2209526,2151421,509267,484853,496333,3614784,3975907,3984137,1494084,1772984.915,1700921,3984137,ActLiabilities_GASB_2016,496333,payroll_2016,2151421,MktAssets_net_2016,2283216,ActAssets_GASB_2016,1700921,UAAL_GASB_2016,7783,actives_tot_2016,6885,beneficiaries_tot_2016,207872.4844,benefits_tot_2015,30943.64548,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2016,2.93E+07,contrib_EE_regular_2016,63771.4249,30192.08197,30192.08197,0.059045036,4,4,4,open,open,open,levpercent,levpercent,levpercent,25,20,20,4,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,20,UAALAmortPeriod_GASB_2016
95,Rhode Island ERS,RI,General-S&L,NA,NA,NA,6191278.135,6260086.38,6240795.049,6191278.135,6260086.38,6240795.049,24567,24466,24289,1605236,1635414.5,1637849.625,10542944.48,10810522,10870777.12,21941,21943,22145,36.18435669,36.53440094,20731.61523,793921,801674.375,NA,64411.897,64948.561,297637.568,1604895.669,1636772.604,1651983.835,804148.987,803566.022,821699.319,0.0275,0.0275,0.0275,0.075,0.075,0.075,6396182.285,6163956.075,5799032.677,6396182.282,6163956.074,5799032.677,1657770.156,1687550.251,1703221.902,10612087.62,10903387.05,10904873.17,4351666.343,4550435.62,4629982.069,10870777.12,ActLiabilities_GASB_2016,1703221.902,payroll_2016,5799032.677,MktAssets_net_2016,6240795.049,ActAssets_GASB_2016,4629982.069,UAAL_GASB_2016,24289,actives_tot_2016,22145,beneficiaries_tot_2016,801674.375,benefits_tot_2015,20731615.23,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,297637568,contrib_EE_regular_2016,70123.1793,36201.14586,36201.14586,0.17474973,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,21,20,19,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,19,UAALAmortPeriod_GASB_2016
96,Rhode Island Municipal,RI,General-Local,NA,NA,NA,1341062.451,1407430.132,1453100.644,1341062.449,1407430.132,1453100.644,7263,7345,7373,313673.5938,323880.125,329126304,1593790.437,1678940.147,1750384.696,5129,5168,5334,16.75200081,17.02799988,17.35199928,NA,NA,NA,11312.952,44576.294,16806.273,311908.168,319482.277,330211.392,87151.573,87673.886,94569.993,0.0275,0.0275,0.0275,0.075,0.075,0.075,1393744.947,1392224.913,1357876.323,1393744.947,1392224.91,1357876.325,313673.601,323880.124,329126.319,1609885.448,1701363.525,1745304.512,252727.986,271510.015,297284.052,1750384.696,ActLiabilities_GASB_2016,329126.319,payroll_2016,1357876.323,MktAssets_net_2016,1453100.644,ActAssets_GASB_2016,297284.052,UAAL_GASB_2016,7373,actives_tot_2016,5334,beneficiaries_tot_2016,94569.993,expense_TotBenefits_2016,17351.99928,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,16806273,contrib_EE_regular_2016,44639.40309,17729.65748,17729.65748,0.051063291,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,21,20,19,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,19,UAALAmortPeriod_GASB_2016
97,San Diego County,CA,General-Local,NA,NA,NA,9824431,10535337,11030635,9899961.827,10586289.63,11046463.48,17466,17656,17768,1122864.5,1163362.75,1206940.25,12141149,13080080,14349090,16373,17186,17734,34.30799866,34.86000061,35.55599976,NA,NA,NA,78920.054,98590.114,104636.306,1072896,1120001,1140883,558014.566,589683.691,625470.278,0.0325,0.03,0.03,0.0775,0.075,0.0725,10180694.95,10330329.63,10261267.92,10180694.9,10330330,10261300,1122864,1163363,1206941,12318409,13137896,14559300,2316718,2544743,3318455,14349090,ActLiabilities_GASB_2016,1206941,payroll_2016,10261267.92,MktAssets_net_2016,11030635,ActAssets_GASB_2016,3318455,UAAL_GASB_2016,17768,actives_tot_2016,17734,beneficiaries_tot_2016,625470.278,expense_TotBenefits_2016,35555.99976,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,104636306,contrib_EE_regular_2016,67927.79154,35269.55442,35269.55442,0.086695461,5,5,5,fixed,fixed,fixed,levpercent,levpercent,levpercent,20,20,20,5,AssetSmoothingPeriod_GASB_2016,fixed,openclosedf_2016,levpercent,pctdollf_2016,20,UAALAmortPeriod_GASB_2016
98,San Francisco City & County,CA,General-Local,NA,NA,NA,18012088,19653338,20654703,18012088,19653339,20654703,29516,30837,32406,2538718.75,2700740,2902722.25,21122567,22970893,24403882,26862,27487,28286,41.09745026,42.09559631,43.95319366,1103959.75,1157081.625,NA,289020,301682,322764,2535963,2640153,3062422,1062229,1118691,1243260,0.0333,0.0325,0.0325,0.0758,0.075,0.075,19920607,20428069,20154503,19920607,20428069,20154503,2640153,2820968,3062422,21691042,22724102,25967281,3110479,3317555,3749179,24403882,ActLiabilities_GASB_2016,3062422,payroll_2016,20154503,MktAssets_net_2016,20654703,ActAssets_GASB_2016,3749179,UAAL_GASB_2016,32406,actives_tot_2016,28286,beneficiaries_tot_2016,1157081.625,benefits_tot_2015,43953.19366,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,3.23E+08,contrib_EE_regular_2016,94501.69722,40906.51294,40906.51294,0.105395011,5,5,5,NA,closed,closed,levpercent,levpercent,levpercent,15,15,17,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,17,UAALAmortPeriod_GASB_2016
99,South Carolina Police,SC,Safety,NA,NA,NA,4105308,4266794,4354853,4105308,4266794,4354853,26697,26575,26651,1076885,1053009.5,1312199,5905828,6162095,6567397,16103,16709,17288,19.6004467,19.56903458,19.75335503,NA,NA,NA,96004,106854,115188,1033189,1076885,1105703,315626,326979,341496,0.0275,0.0275,0.0225,0.075,0.075,0.075,3985102,3971825,3876036,3985102,3971825,3876036,1076885,1105703,1187195,5899529,6151321,6412510,1800520,1895301,2212544,6567397,ActLiabilities_GASB_2016,1187195,payroll_2016,3876036,MktAssets_net_2016,4354853,ActAssets_GASB_2016,2212544,UAAL_GASB_2016,26651,actives_tot_2016,17288,beneficiaries_tot_2016,341496,expense_TotBenefits_2016,19753.35503,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0225,InflationAssumption_GASB_2016,1.15E+08,contrib_EE_regular_2016,44545.98327,19753.35493,19753.35493,0.097025341,5,5,5,open,open,open,levpercent,levpercent,levpercent,27,27,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
100,South Carolina RS,SC,General-S&L,NA,NA,NA,26910740,27365921,27293968,26910740,27365921,27293968,185265,187318,190923,7202621,7418513.5,8213042,42889614,44119176,45859906,131510,134640,137855,19.81200027,19.93099976,20.06800079,2604716.5,2683547,2766462.891,652631,716107,754153,7434820,7539996,7765588,2481386,2610950,2689478,0.0275,0.0275,0.0225,0.075,0.075,0.075,25738521,25131828,23996362,25738521,25131828,23996362,7539996,7765588,8213042,42955206,44097310,45356215,15978874,16753255,18565938,45859906,ActLiabilities_GASB_2016,8213042,payroll_2016,23996362,MktAssets_net_2016,27293968,ActAssets_GASB_2016,18565938,UAAL_GASB_2016,190923,actives_tot_2016,137855,beneficiaries_tot_2016,2766462.891,benefits_tot_2016,20068.00079,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0225,InflationAssumption_GASB_2016,7.54E+08,contrib_EE_regular_2016,43017.56205,20067.9184,20067.9184,0.091823833,5,5,5,open,open,open,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
101,South Dakota RS,SD,General-S&L,NA,NA,NA,9887095.388,10352405.04,10851252.3,9887095.388,10352405.04,10851252.3,38951,39383,39940,1587075,1654782.75,1724418.375,9887095.388,10352405.04,10851252.3,24562,25489,26420,18.09600067,18.62299919,19.11499977,444472.6563,474690.2188,505019.3125,106175.381,110152.58,114443.295,1685627.785,1758315.755,1829641.099,425823.928,456297.424,487053.001,0.0325,0.0325,0.0325,0.0725,0.0725,0.0725,10607554.49,10776533.62,10513462.13,10607554.49,10776533.62,10513462.13,1587075.036,1654800,1724400,9887095.388,10352405.04,10851252.3,0,0,0,10851252.3,ActLiabilities_GASB_2016,1724400,payroll_2016,10513462.13,MktAssets_net_2016,10851252.3,ActAssets_GASB_2016,0,UAAL_GASB_2016,39940,actives_tot_2016,26420,beneficiaries_tot_2016,505019.3125,benefits_tot_2016,19114.99977,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,114443295,contrib_EE_regular_2016,43174.76214,19115.03832,19115.03832,0.066367023,1,5,5,open,NA,NA,levpercent,levpercent,levpercent,20,0,0,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2014,levpercent,pctdollf_2016,0,UAALAmortPeriod_GASB_2016
102,St. Louis School Employees,MO,Teachers,NA,NA,NA,926905.797,915391.079,NA,926905.797,915391.079,NA,5011,5034,NA,245699.3594,252127.8906,NA,1093593.248,1165766.472,NA,4624,4587,NA,22.7219429,22.95528221,NA,105066.2656,105295.8828,NA,11887.933,11664.711,12652.029,225893.514,243280.015,NA,108879.427,108623.243,108388.052,0.035,NA,NA,0.08,0.08,0.075,936930.499,868679.049,850180.422,936930.499,868679.049,NA,245699.583,252127.288,NA,1201998.138,1190927.335,NA,166687.451,162302.064,NA,1165766.472,ActLiabilities_GASB_2015,252127.288,payroll_2015,850180.422,MktAssets_net_2016,915391.079,ActAssets_GASB_2015,162302.064,UAAL_GASB_2015,5034,actives_tot_2015,4587,beneficiaries_tot_2015,105295.8828,benefits_tot_2015,22955.28221,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2014,12652029,contrib_EE_regular_2016,50084.88041,22955.28293,22955.28293,0.050181117,NA,NA,NA,closed,NA,NA,levdollar,NA,NA,22,NA,NA,NA,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2014,levdollar,pctdollf_2014,22,UAALAmortPeriod_GASB_2014
103,St. Paul Teachers,MN,Teachers,NA,NA,NA,947972,999736,1007360,947972,999736,1007360,3876,3597,3455,273990,280488,271781,1533603,1596770,1592570,3529,3792,3802,29.9637928,28.71251488,29.23909378,NA,NA,NA,16563.972,17567.065,18538.428,259740,263844,258787,105742.222,108877.858,111167.037,0.04,0.03,0.04,0.08,0.08,0.08,1045435.289,1014968.633,959665.81,1045435,1014969,959666,259740,263844,258787,1581227,1596770,1592570,585631,597034,585210,1592570,ActLiabilities_GASB_2016,258787,payroll_2016,959665.81,MktAssets_net_2016,1007360,ActAssets_GASB_2016,585210,UAAL_GASB_2016,3455,actives_tot_2016,3802,beneficiaries_tot_2016,111167.037,expense_TotBenefits_2016,29239.09378,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.04,InflationAssumption_GASB_2016,18538428,contrib_EE_regular_2016,74902.17077,29239.09442,29239.09442,0.071635855,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,27,27,26,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,26,UAALAmortPeriod_GASB_2016
