ppd_id,PlanName,StateAbbrev,planf,ActAssets_AVA_2014,ActAssets_AVA_2015,ActAssets_AVA_2016,ActAssets_GASB_2014,ActAssets_GASB_2015,ActAssets_GASB_2016,ActAssets_Smooth_2014,ActAssets_Smooth_2015,ActAssets_Smooth_2016,actives_tot_2014,actives_tot_2015,actives_tot_2016,ActiveSalaries_2014,ActiveSalaries_2015,ActiveSalaries_2016,ActLiabilities_GASB_2014,ActLiabilities_GASB_2015,ActLiabilities_GASB_2016,beneficiaries_tot_2014,beneficiaries_tot_2015,beneficiaries_tot_2016,BeneficiaryBenefit_avg_2014,BeneficiaryBenefit_avg_2015,BeneficiaryBenefit_avg_2016,benefits_tot_2014,benefits_tot_2015,benefits_tot_2016,CoveredPayroll_GASB67_2014,CoveredPayroll_GASB67_2015,CoveredPayroll_GASB67_2016,expense_TotBenefits_2014,expense_TotBenefits_2015,expense_TotBenefits_2016,MktAssets_net_2014,MktAssets_net_2015,MktAssets_net_2016,NetPosition_2014,NetPosition_2015,NetPosition_2016,payroll_2014,payroll_2015,payroll_2016,TotalPensionLiability_2014,TotalPensionLiability_2015,TotalPensionLiability_2016,UAAL_GASB_2014,UAAL_GASB_2015,UAAL_GASB_2016,al,al_source,payroll,payroll_source,assets.mv,assets.mv_source,assets.av,assets.av_source,uaal,uaal_source,actives,actives_source,beneficiaries,beneficiaries_source,benefits,benefits_source,avgbenefit.ppd,avgbenefit.ppd_source,avgsalary,avgbenefit,avgbenefit_best,AssetSmoothingPeriod_GASB_2014,AssetSmoothingPeriod_GASB_2015,AssetSmoothingPeriod_GASB_2016,openclosedf_2014,openclosedf_2015,openclosedf_2016,pctdollf_2014,pctdollf_2015,pctdollf_2016,UAALAmortPeriod_GASB_2014,UAALAmortPeriod_GASB_2015,UAALAmortPeriod_GASB_2016,assetperiod,assetperiod_source,openclosedf,openclosedf_source,pctdollf,pctdollf_source,amortperiod,amortperiod_source
24,Duluth Teachers,MN,Teachers,202874.578125,19696892,NA,202874.577,NA,NA,202874.577,NA,NA,837,NA,NA,47103.796875,NA,NA,356482.603,NA,NA,1502,NA,NA,18.232999801635742,NA,NA,27385.576171875,NA,NA,42980.686,NA,NA,26503.607,NA,NA,226071.06,NA,NA,226071.06,NA,NA,42980.686,NA,NA,482988.941,NA,NA,153608.026,NA,NA,356482.603,ActLiabilities_GASB_2014,42980.686,payroll_2014,226071.06,MktAssets_net_2014,202874.577,ActAssets_GASB_2014,153608.026,UAAL_GASB_2014,837,actives_tot_2014,1502,beneficiaries_tot_2014,27385.576171875,benefits_tot_2014,18232.999801635742,BeneficiaryBenefit_avg_2014,51350.87933094385,18232.740460635818,18232.740460635818,5,NA,NA,closed,NA,NA,levpercent,NA,NA,30,NA,NA,5,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2014,levpercent,pctdollf_2014,30,UAALAmortPeriod_GASB_2014
25,Fairfax County Schools,VA,Teachers,NA,NA,NA,2029005,2123910,2188037,2123910.32,2188037.003,NA,21352,21585,NA,1340343.625,1373095.75,NA,2645500,2733845,2880703,10524,10937,NA,15.32466983795166,14.64892292022705,NA,161276.828125,160215.265625,NA,1324537.175,1366029.848,1374735.094,161276.831,162145.265,165721.79,2204927.191,2179724.057,2107587.698,2204927.191,2179724.057,2107587.698,1320309,1340344,1373096,2697688.622,2789227.428,2937100.755,616495,609935,692666,2880703,ActLiabilities_GASB_2016,1373096,payroll_2016,2107587.698,MktAssets_net_2016,2188037,ActAssets_GASB_2016,692666,UAAL_GASB_2016,21585,actives_tot_2015,10937,beneficiaries_tot_2015,160215.265625,benefits_tot_2015,14648.92292022705,BeneficiaryBenefit_avg_2015,63613.43525596479,14648.922522172443,14648.922522172443,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,25,24,23,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,23,UAALAmortPeriod_GASB_2016
26,Florida RS,FL,General-S&L,138621200,143195536,NA,138621201,143195531,145451612,138621200.784,143195530.766,145451612.486,511751,512909,514629,21891632,22295334,22717312,160130502,165548928,170374609,398287,411964,424191,20.161724090576172,22.386388778686523,23.717411041259766,NA,NA,NA,24723564.758,32726034,33214217,8030152.573,9222386.172,10060712.5,150014292.372,148454393.902,141780920.515,150014292.372,148454393.902,141780920.515,24723565,25063048,25204393,156115762.947,161370735.088,167030999,21509301,22353397,24922997,170374609,ActLiabilities_GASB_2016,25204393,payroll_2016,141780920.515,MktAssets_net_2016,145451612,ActAssets_GASB_2016,24922997,UAAL_GASB_2016,514629,actives_tot_2016,424191,beneficiaries_tot_2016,10060712.5,expense_TotBenefits_2016,23717.411041259766,BeneficiaryBenefit_avg_2016,48975.85056419285,23717.411496236367,23717.411496236367,5,5,5,open,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
27,Georgia ERS,GA,General-S&L,12376120,12675649,NA,12376120,12675649,12854518,12376120,12675649,12854518,60486,60416,59766,2315646,2352901,2384364.5,16991963,17099527,17199688,45729,47035,48265,28.559513092041016,28.367769241333008,27.921537399291992,NA,NA,NA,2335773,2353225,2390457,1305998,1334278,1347633,13291531,12967964,12373567,13291531,12967964,12373567,2315625,2352920,2384358,17042149,17019362,17103937,4615843,4423878,4345170,17199688,ActLiabilities_GASB_2016,2384358,payroll_2016,12373567,MktAssets_net_2016,12854518,ActAssets_GASB_2016,4345170,UAAL_GASB_2016,59766,actives_tot_2016,48265,beneficiaries_tot_2016,1347633,expense_TotBenefits_2016,27921.537399291992,BeneficiaryBenefit_avg_2016,39894.89007127799,27921.537345902827,27921.537345902827,7,5,5,open,closed,closed,levdollar,levdollar,levdollar,30,19.4,18.2,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,18.2,UAALAmortPeriod_GASB_2016
28,Georgia Teachers,GA,Teachers,62061720,NA,NA,62061722,65514119,68161710,62061722,65514119,68161710,209828,213990,218193,9993686,10347332,10783277,75772117,82791010,91721775,108154,113124,117957,34.80640411376953,35.33184051513672,35.85051345825195,NA,NA,NA,10349862,10697384,11075907,3764452,3996879,4228819,66466091,66799111,65552411,66466091,66799111,65552411,9993686,10347332,10783277,79099772,82023118,86183526,13710395,17296891,23560065,91721775,ActLiabilities_GASB_2016,10783277,payroll_2016,65552411,MktAssets_net_2016,68161710,ActAssets_GASB_2016,23560065,UAAL_GASB_2016,218193,actives_tot_2016,117957,beneficiaries_tot_2016,4228819,expense_TotBenefits_2016,35850.51345825195,BeneficiaryBenefit_avg_2016,49420.820099636556,35850.51332265147,35850.51332265147,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,29,28.4,28,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,28,UAALAmortPeriod_GASB_2016
29,Hawaii ERS,HI,General-S&L,13641755,14463670,NA,13641800,14463700,14998700,13641755.3,14463670.277,14998749.06,67206,67310,67377,3871036,3952633,4118351.75,22220100,23238400,27439200,43087,44283,45506,25.21073341369629,25.82524299621582,NA,1086254.875,1143619.25,NA,3829003,4026755.054,NA,1122445.642,1170744.77,NA,14203015.303,14505464.556,NA,14203015.303,14505464.556,NA,3991600,4171400,4258900,22220097.547,23238395.386,NA,8578300,8774700,12440500,27439200,ActLiabilities_GASB_2016,4258900,payroll_2016,14505464.556,MktAssets_net_2015,14998700,ActAssets_GASB_2016,12440500,UAAL_GASB_2016,67377,actives_tot_2016,45506,beneficiaries_tot_2016,1143619.25,benefits_tot_2015,25825.24299621582,BeneficiaryBenefit_avg_2015,63209.9974768838,25131.175009888808,25131.175009888808,4,4,4,open,open,open,levpercent,levpercent,levpercent,30,30,NA,4,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2015
30,Houston Firefighters,TX,Safety,NA,NA,NA,3680212.5,3929988,NA,3619040,4163411,NA,3835,3939,NA,NA,NA,NA,4180044.5,4397007,NA,2997,3056,NA,62.173091888427734,63.9703369140625,NA,NA,NA,NA,268424,277745,NA,186332.755,195493.351,211127.901,3912825.278,3877650.516,3729670.009,3912826,3877651,NA,268424,277745,NA,4255888,4455341,4629654,499832,467019,NA,4397007,ActLiabilities_GASB_2015,277745,payroll_2015,3729670.009,MktAssets_net_2016,3929988,ActAssets_GASB_2015,467019,UAAL_GASB_2015,3939,actives_tot_2015,3056,beneficiaries_tot_2015,211127.901,expense_TotBenefits_2016,63970.3369140625,BeneficiaryBenefit_avg_2015,70511.5511551155,69086.35503926701,69086.35503926701,NA,NA,NA,NA,NA,NA,NA,levpercent,NA,NA,30,NA,NA,AssetSmoothingPeriod_GASB_2014,NA,openclosedf_2014,levpercent,pctdollf_2015,30,UAALAmortPeriod_GASB_2015
31,Idaho PERS,ID,General-S&L,13833100,13956700,NA,13833100,13956700,13884200,14217115.797,14217115.797,NA,66223,67008,68517,2676344,2756913,NA,14736500,15446900,16090300,40776,42657,44181,17.042999267578125,17.680999755859375,18.673473358154297,694946,754201,NA,2702900,2791109.393,2895430.105,729593.655,771067.74,825012.765,13864941.482,13991245.572,13920706.541,13833100,13956662.675,13884163.748,2702900,2791100,2909300,14569300,15273500,15911317.335,1052300,1490200,2206100,16090300,ActLiabilities_GASB_2016,2909300,payroll_2016,13920706.541,MktAssets_net_2016,13884200,ActAssets_GASB_2016,2206100,UAAL_GASB_2016,68517,actives_tot_2016,44181,beneficiaries_tot_2016,754201,benefits_tot_2015,18673.473358154297,BeneficiaryBenefit_avg_2016,42460.995081512614,17070.709128358347,17070.709128358347,0,0,0,open,open,open,levpercent,levpercent,levpercent,25,25,25,0,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,25,UAALAmortPeriod_GASB_2016
32,Illinois Municipal,IL,General-S&L,NA,NA,NA,32700208.537,34913127.469,36773400,32700208.537,34913127.469,36773397.527,173579,173832,NA,6732501,6919338,NA,37465147.612,39486573.89,41358700,111989,117028,NA,14.307999610900879,14.876999855041504,NA,1602356.375,1740986.25,NA,NA,NA,NA,1626821.25,1758184.358,1902139.899,34867045.845,34513078.411,36514897.799,NA,NA,NA,6732500.876,6919337.807,7006700,NA,NA,NA,4764939.075,4573446.421,4585300,41358700,ActLiabilities_GASB_2016,7006700,payroll_2016,36514897.799,MktAssets_net_2016,36773400,ActAssets_GASB_2016,4585300,UAAL_GASB_2016,173832,actives_tot_2015,117028,beneficiaries_tot_2015,1740986.25,benefits_tot_2015,14876.999855041504,BeneficiaryBenefit_avg_2015,40307.30820562382,14876.6641316608,14876.6641316608,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,27,26,25,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,25,UAALAmortPeriod_GASB_2016
33,Illinois SERS,IL,General-S&L,NA,NA,NA,13315612.735,14741736.065,15632604.174,13315612.735,14741736.065,15632604.174,62844,63273,61317,4416152.5,4453683.5,42843624,39526844.967,40743410.217,45515370.479,66834,68186,70244,29.160999298095703,30.347850799560547,31.605770111083984,1948949.375,1882378.25,2024380.5,4416152.691,4453683.664,4284362.301,1917062.639,2034858.435,2190502.203,14581566.241,15258866.572,15038528.15,14581566.241,15258866.572,15038528.15,4416152.691,4453683.664,4284362.301,41685086.183,43267055.628,49183947.656,26211232.232,26001674.152,29882766.305,45515370.479,ActLiabilities_GASB_2016,4284362.301,payroll_2016,15038528.15,MktAssets_net_2016,15632604.174,ActAssets_GASB_2016,29882766.305,UAAL_GASB_2016,61317,actives_tot_2016,70244,beneficiaries_tot_2016,2024380.5,benefits_tot_2016,31605.770111083984,BeneficiaryBenefit_avg_2016,69872.34047653995,28819.265702408746,28819.265702408746,5,5,5,open,open,closed,levpercent,levpercent,levpercent,30,30,24,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,24,UAALAmortPeriod_GASB_2016
34,Illinois Teachers,IL,Teachers,NA,NA,NA,42150765.261,45435192.645,47222098,42150765.251,45435192.645,47222097.809,160990,159836,159684,9335909,9259377,9435407,103740377.267,108121825.171,118629890,109448,112682,115273,47.551998138427734,48.861000061035156,49.69200134277344,5204460.5,5505783.5,5728199,9512809.68,9641170.627,9811614,5225206.828,5536399.447,5848180.208,45824382.514,46406915.593,45250956.731,45824382.514,46406915.593,45250956.731,9512809.68,9703065.874,9811614,106682654.886,111916989.345,124187003.384,61589612.006,62686632.526,71407792,118629890,ActLiabilities_GASB_2016,9811614,payroll_2016,45250956.731,MktAssets_net_2016,47222098,ActAssets_GASB_2016,71407792,UAAL_GASB_2016,159684,actives_tot_2016,115273,beneficiaries_tot_2016,5728199,benefits_tot_2016,49692.00134277344,BeneficiaryBenefit_avg_2016,61443.93928007816,49692.4605067969,49692.4605067969,5,5,5,open,open,open,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
35,Illinois Universities,IL,Teachers,NA,NA,NA,15844714,17104607,17701646,15844713.727,17104606.665,17701645.933,80845,81309,78125,4131e3,4280500,4218400,37429515,39520687,40923301,59406,61020,63146,33.714935302734375,34.90622329711914,35.407039642333984,NA,NA,NA,3522246,3606536,3513108,2002869.428,2129977.721,2235812.995,17391323.132,17462967.856,17005629.973,17391323.132,17463e3,17005629.973,3522246,3606536,3513108,39182306.271,41219300,42970901.717,21584801,22416080,23221655,40923301,ActLiabilities_GASB_2016,3513108,payroll_2016,17005629.973,MktAssets_net_2016,17701646,ActAssets_GASB_2016,23221655,UAAL_GASB_2016,78125,actives_tot_2016,63146,beneficiaries_tot_2016,2235812.995,expense_TotBenefits_2016,35407.039642333984,BeneficiaryBenefit_avg_2016,44967.7824,35407.040746840656,35407.040746840656,5,5,5,open,open,open,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
36,Indiana PERF,IN,General-S&L,NA,NA,NA,13791260.955,14131883.609,14553059.426,13791260.955,14131883.609,14553059.426,137567,138660,131178,5080092,4964813.5,5014012,16732222.649,17980568.263,18408946.98,75950,79198,83188,8.13700008392334,8.381111145019531,8.76768684387207,617977.3125,663767.25,729366.3125,4896635,4804145,4853223.86,765327,850676,879088,14104288,13907666,13870502,14104287.554,13907666,13870502.444,5080092.296,4964813,5014012,16732222.649,17980568,18408946.98,2940961.694,3848684.654,3855887.554,18408946.98,ActLiabilities_GASB_2016,5014012,payroll_2016,13870502,MktAssets_net_2016,14553059.426,ActAssets_GASB_2016,3855887.554,UAAL_GASB_2016,131178,actives_tot_2016,83188,beneficiaries_tot_2016,729366.3125,benefits_tot_2016,8767.68684387207,BeneficiaryBenefit_avg_2016,38222.96421656071,8767.686595422416,8767.686595422416,4,4,4,closed,closed,closed,levdollar,levdollar,levdollar,30,30,30,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
37,Indiana Teachers,IN,Teachers,NA,NA,NA,10393582.888,10632811.243,10874718.64,7557513.985,8040441.268,4648296.807,70414,68734,69592,4124368,4006.156982421875,4048.26611328125,21592209.2,22923437.362,23231950.475,53010,54350,57552,19.634122848510742,17.555395126342773,24.173826217651367,1040804.875,954135.6875,NA,3860943,3817014,3870490.694,1318852,1437896,1391252,10691309,10479023,10398759,10691309.205,10479023,10398758.644,4262900,4006156.745,4048265.653,21592209.2,22923438,23231950.475,11198626.312,12291107,12357231.835,23231950.475,ActLiabilities_GASB_2016,4048265.653,payroll_2016,10398759,MktAssets_net_2016,10874718.64,ActAssets_GASB_2016,12357231.835,UAAL_GASB_2016,69592,actives_tot_2016,57552,beneficiaries_tot_2016,954135.6875,benefits_tot_2015,24173.826217651367,BeneficiaryBenefit_avg_2016,58171.422764110815,16578.671245134836,16578.671245134836,4,4,4,closed,closed,closed,levdollar,levdollar,levdollar,30,30,30,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
38,Iowa PERS,IA,General-S&L,26460428,27915380,NA,26460428.085,27915379.103,29033696.587,28038549.893,27915379.103,29033696.587,165911,167368,168372,7337e3,7573,7812,32004456.088,33370318.731,34619749.147,107934,111127,114240,15.293000221252441,15.744999885559082,16.14900016784668,NA,NA,NA,7099277.28,7326348.141,7556515.72,1764059.107,1744598.297,1840734.608,28038549.515,28429834.802,28326433.656,28038549.893,28429834.829,28326433.656,7099277.28,7326348.141,7556515.72,32004456.088,33370318.731,34619749.147,5544028.003,5454939.628,5586052.56,34619749.147,ActLiabilities_GASB_2016,7556515.72,payroll_2016,28326433.656,MktAssets_net_2016,29033696.587,ActAssets_GASB_2016,5586052.56,UAAL_GASB_2016,168372,actives_tot_2016,114240,beneficiaries_tot_2016,1840734.608,expense_TotBenefits_2016,16149.00016784668,BeneficiaryBenefit_avg_2016,44879.88335352672,16112.872969187674,16112.872969187674,1,1,1,open,open,closed,levpercent,levpercent,levpercent,30,30,30,1,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
39,Kansas PERS,KS,General-S&L,13434470,NA,NA,15662010,17408577,NA,13434469.53,15054297.385,NA,154203,152175,NA,6560104.5,6603613.5,NA,25130467,25947781,NA,90693,93866,0,14.5649995803833,14.933198928833008,NA,1320871.75,1401719.625,NA,6424739,6635196,6388450,1382100.502,1459917.666,1558908.704,16535861.63,16635520.735,17192432.371,16535797,16635521,17192432,6560105,6603613,6388450,24827591,25614471,26410538,9468457,8539203,NA,25947781,ActLiabilities_GASB_2015,6388450,payroll_2016,17192432.371,MktAssets_net_2016,17408577,ActAssets_GASB_2015,8539203,UAAL_GASB_2015,152175,actives_tot_2015,0,beneficiaries_tot_2016,1401719.625,benefits_tot_2015,14933.198928833008,BeneficiaryBenefit_avg_2015,41980.94299326433,Inf,14933.198928833008,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,19,18,17,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,17,UAALAmortPeriod_GASB_2016
40,Kentucky County,KY,General-Local,NA,NA,NA,8084773.719,8571631.469,8674491.52,8084773.719,8571631.469,8674491.52,90309,90024,89748,2751434.25,2780356.5,2845612.25,13061348.369,14353632.968,14780913.017,57581,60685,64902,13.07008171081543,13.140458106994629,13.505264282226563,752588.375,797428.6875,876518.6875,2751434,3080357,2943521,772485,815469,864695,8615149,8519002,8151573,8615149,8519002,8151573,2751434.303,2780356.558,2845612.315,13061149,14353633,14791127,4976574.65,5782001.499,6106421.497,14780913.017,ActLiabilities_GASB_2016,2845612.315,payroll_2016,8151573,MktAssets_net_2016,8674491.52,ActAssets_GASB_2016,6106421.497,UAAL_GASB_2016,89748,actives_tot_2016,64902,beneficiaries_tot_2016,876518.6875,benefits_tot_2016,13505.264282226563,BeneficiaryBenefit_avg_2016,31706.693352498107,13505.264668269083,13505.264668269083,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,29,28,27,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,27,UAALAmortPeriod_GASB_2016
41,Kentucky ERS,KY,General-S&L,NA,NA,NA,2951853.977,2907677.697,2671773.682,2951853.977,2907677.697,2671773.682,44389,42942,41738,1706572.5,1672914.5,1676812.375,12366960.287,13255106.236,14161404.553,44843,46027,47970,20.523122787475586,20.423070907592773,20.719839096069336,920318.375,940012.6875,993930.6875,1706572,1672914,1789853,944257,962564,982594,3139774,2880250,2508172,3139774,2880250,2508172,1706572.485,1672914.539,1676812.33,12366960,13255106,14299300,9415106.31,10347428.539,11489630.871,14161404.553,ActLiabilities_GASB_2016,1676812.33,payroll_2016,2508172,MktAssets_net_2016,2671773.682,ActAssets_GASB_2016,11489630.871,UAAL_GASB_2016,41738,actives_tot_2016,47970,beneficiaries_tot_2016,993930.6875,benefits_tot_2016,20719.839096069336,BeneficiaryBenefit_avg_2016,40174.71680483013,20719.839222430684,20719.839222430684,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,29,28,27,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,27,UAALAmortPeriod_GASB_2016
42,Kentucky Teachers,KY,Teachers,NA,NA,NA,16174199,17219520,17496894,16174199.191,17219519.677,17496894.437,73407,72246,71848,3486327,3515113,3537226,30184404,31149962,32028227,48576,49822,51563,34.68486404418945,34.953556060791016,35.55259704589844,1684852,NA,NA,3443138,3515113,3537226,1654375.7,1741456.095,1833198.63,18092570.615,18049130.737,16812831.883,18092571,18049131,16812832,3486327,3515113,3537226,39684776,42476699,47736901,14010205,13930442,14531333,32028227,ActLiabilities_GASB_2016,3537226,payroll_2016,16812831.883,MktAssets_net_2016,17496894,ActAssets_GASB_2016,14531333,UAAL_GASB_2016,71848,actives_tot_2016,51563,beneficiaries_tot_2016,1684852,benefits_tot_2014,35552.59704589844,BeneficiaryBenefit_avg_2016,49232.07326578332,32675.60072144755,32675.60072144755,5,5,5,open,open,closed,levpercent,levpercent,levpercent,30,30,28.1,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,28.1,UAALAmortPeriod_GASB_2016
43,LA County ERS,CA,General-Local,NA,NA,NA,43654462,47328270,49357847,44153576,47838345,49858205,92466,93674,95444,6741e3,7006e3,7292272.5,54942453,56819215,62199214,59229,60606,61914,45.79199981689453,46.332000732421875,47.684715270996094,2712e3,2813e3,2952351.5,6672228,7592760,7279091,2638873,2742999,2862094,47722277,48818350,47846694,47722277,48818350,47846694,6672228,7592760,7279091,54977021,56570520,58528457,11287991,9490945,12841367,62199214,ActLiabilities_GASB_2016,7279091,payroll_2016,47846694,MktAssets_net_2016,49357847,ActAssets_GASB_2016,12841367,UAAL_GASB_2016,95444,actives_tot_2016,61914,beneficiaries_tot_2016,2952351.5,benefits_tot_2016,47684.715270996094,BeneficiaryBenefit_avg_2016,76265.56933908888,47684.71589624318,47684.71589624318,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
44,Louisiana SERS,LA,General-State,NA,NA,NA,10606475,11318400,11630800,10723568.031,11442012.698,11640531.339,40321,40194,39284,1813759.375,1856735.25,1842286.125,17877745,18216700,18576300,48778,49325,49810,22.025482177734375,23.725679397583008,24.450082778930664,1074359,1170269.125,1217858.625,1813759.357,1856735.292,1842286.184,1167477.166,1199079.252,1238507.932,11624853.426,11415150.926,10723714.826,11624853.426,11415150.926,10723714.826,1813759,1856700,1842300,17877744.945,18216660.456,18576266.623,7271270,6898300,6945500,18576300,ActLiabilities_GASB_2016,1842300,payroll_2016,10723714.826,MktAssets_net_2016,11630800,ActAssets_GASB_2016,6945500,UAAL_GASB_2016,39284,actives_tot_2016,49810,beneficiaries_tot_2016,1217858.625,benefits_tot_2016,24450.082778930664,BeneficiaryBenefit_avg_2016,46896.95550351288,24450.082814695845,24450.082814695845,5,5,5,open,open,open,NA,NA,NA,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,NA,pctdollf_2014,30,UAALAmortPeriod_GASB_2016
45,Louisiana Teachers,LA,Teachers,NA,NA,NA,16145773,17457243.696,18254300,16365854.025,17685960.345,18281834.423,82886,83602,84068,3764954.75,3815649.75,3869730,28119537,28646296.897,29272400,75486,77542,78334,24.867046356201172,25.262901306152344,25.5689640045166,NA,NA,NA,3764954.727,3815648.662,3869730.024,1877113.903,1958935.967,2002919.258,17900035.458,17896379.678,17537950.955,17898102.401,17894019.588,17535415.151,3764955,3815649.662,3869700,28119536.563,28646296.897,29272401.978,11973764,11189053.201,11018100,29272400,ActLiabilities_GASB_2016,3869700,payroll_2016,17537950.955,MktAssets_net_2016,18254300,ActAssets_GASB_2016,11018100,UAAL_GASB_2016,84068,actives_tot_2016,78334,beneficiaries_tot_2016,2002919.258,expense_TotBenefits_2016,25568.9640045166,BeneficiaryBenefit_avg_2016,46030.59428082029,25568.964408813543,25568.964408813543,5,5,5,closed,closed,closed,levdollar,levdollar,levdollar,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
46,Maine Local,ME,General-Local,NA,NA,NA,2415219.122,2433186.149,2489157.281,12498925.846,12912976.273,13112869.07,10848,10870,11019,460029.625,490974.09375,505798.125,2649404.619,2720936.009,2889740.634,8333,8581,8847,14.777999877929687,15.225186347961426,15.330560684204102,123149.15625,130647.3203125,135629.46875,460029.637,497616.846,521870.235,121559.257,129476.01,134834.445,2455776.671,2401889.308,2358409.925,2455776.671,2401889.308,2358409.925,460029.637,490974.092,521870.235,2609657.845,2720936.009,2889740.634,234185.497,287749.86,400583.353,2889740.634,ActLiabilities_GASB_2016,521870.235,payroll_2016,2358409.925,MktAssets_net_2016,2489157.281,ActAssets_GASB_2016,400583.353,UAAL_GASB_2016,11019,actives_tot_2016,8847,beneficiaries_tot_2016,135629.46875,benefits_tot_2016,15330.560684204102,BeneficiaryBenefit_avg_2016,47360.94337054179,15330.560500734713,15330.560500734713,3,3,3,open,open,open,levdollar,levdollar,levdollar,15,15,15,3,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,15,UAALAmortPeriod_GASB_2016
47,Maine State and Teacher,ME,Teachers,NA,NA,NA,10083707,10375552.498,10512524.178,12498925.846,12912976.273,13112869.07,39669,40016,39942,1702310.375,1745075.125,1792004.375,12382225,12616287.054,13069954.948,32391,33260,34181,20.33300018310547,20.801210403442383,21.30223846435547,658595.25,691848.25,728131.8125,1686134.478,1699160.889,1816435.084,671034.883,703292.105,727717.178,10405949.403,10242105.591,9960346.107,10337615.927,10242105.591,9960335.39,1711516,1745075.075,1816435.084,12320158.783,12616287.054,13069954.948,2298518,2240734.556,2557430.77,13069954.948,ActLiabilities_GASB_2016,1816435.084,payroll_2016,9960346.107,MktAssets_net_2016,10512524.178,ActAssets_GASB_2016,2557430.77,UAAL_GASB_2016,39942,actives_tot_2016,34181,beneficiaries_tot_2016,728131.8125,benefits_tot_2016,21302.23846435547,BeneficiaryBenefit_avg_2016,45476.81848680587,21302.23845118633,21302.23845118633,3,3,3,closed,closed,closed,levpercent,levpercent,levpercent,18,NA,NA,3,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,18,UAALAmortPeriod_GASB_2014
